id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,weight,foot,shirtNumber,startDate,status,active,secondNationality,secondNationalityId,endDate,knownName
gx6xd8i5myd60fd6ggiq3rze,David,Pech,David,Pech,Male,D. Pech,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,2002-02-22,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,8.0,2024-08-01Z,active,no,NaN,NaN,2025-01-20Z,David Pech
hzhah6ud88rue7xjdcshr26t,Jakub,Hora,Jakub,Hora,Male,J. Hora,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,1991-02-23,Most,Czechia,5md5tpwr2nmqao528prx43jr7,175.0,73.0,right,23.0,2024-02-06Z,active,yes,NaN,NaN,NaN,NaN
j1rdvqihzbioe6zngsjh1ch6,Roman,Holiš,Roman,Holis,Male,R. Holiš,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,1998-05-21,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,6.0,2022-07-18Z,active,yes,NaN,NaN,NaN,NaN
t5z70fzcwfmhqzt2ic07i5be,Jan,Šťovíček,Jan,Stovícek,Male,J. Šťovíček,Czechia,5md5tpwr2nmqao528prx43jr7,Goalkeeper,player,1999-08-13,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,29.0,2022-07-01Z,active,yes,NaN,NaN,NaN,NaN
z58b48me2pztm63uzb5i1b6d,Jakub,Řezníček,Jakub,Reznícek,Male,J. Řezníček,Czechia,5md5tpwr2nmqao528prx43jr7,Attacker,player,1988-05-26,Příbram,Czechia,5md5tpwr2nmqao528prx43jr7,184.0,82.0,right,37.0,2024-08-15Z,active,yes,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN
1eb2si1x35ytaee1ntvjyktwq,Bienvenue,Kanakimana,Bienvenue,Kanakimana,Male,B. Kanakimana,Burundi,5d7e5052i0sb4wwloukhpafuu,Attacker,player,1999-12-28,Bujumbura,Burundi,5d7e5052i0sb4wwloukhpafuu,173.0,68.0,NaN,20.0,2024-02-08Z,active,yes,NaN,NaN,NaN,NaN
1eecexgki6vzi3b4g60tpfkyd,Alexis,Alégué Elandi,Alexis,Alégué,Male,A. Alégué,Cameroon,4eb9feio6u267dd1jcwaf38mt,Attacker,player,1996-12-23,Yaoundé,Cameroon,4eb9feio6u267dd1jcwaf38mt,175.0,68.0,left,77.0,2023-06-21Z,active,yes,France,7gww28djs405rfga69smki84o,NaN,NaN
2gli0393ixhifntjjmtq89olx,Jan,Chramosta,Jan,Chramosta,Male,J. Chramosta,Czechia,5md5tpwr2nmqao528prx43jr7,Attacker,player,1990-10-12,Praha,Czechia,5md5tpwr2nmqao528prx43jr7,180.0,69.0,NaN,19.0,2022-07-01Z,active,yes,NaN,NaN,NaN,NaN
2ilu5scl1p7lzd8hkavk3vspg,Matouš Ladislav,Krulich,Matous,Krulich,Male,M. Krulich,Czechia,5md5tpwr2nmqao528prx43jr7,Attacker,player,2005-04-19,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,37.0,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN
2jtsn4w1j0qp3hhw0oycnbnfu,Michal,Beran,Michal,Beran,Male,M. Beran,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,2000-08-22,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,167.0,58.0,NaN,6.0,2024-07-01Z,active,yes,NaN,NaN,NaN,NaN
2sl9byxivzzchhqssfghyhmju,Eduardo,Nardini,Eduardo,Nardini,Male,Dudu Nardini,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Midfielder,player,1997-07-21,NaN,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,185.0,NaN,left,8.0,2024-07-10Z,active,no,Italy,25f2cmb2r8mk5rj92tzer6kvv,2025-01-15Z,Dudu Nardini
4b9bxb3uczx84zgihljmacqtx,David,Puškáč,David,Puskác,Male,D. Puškáč,Czechia,5md5tpwr2nmqao528prx43jr7,Attacker,player,1993-05-14,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,189.0,NaN,NaN,24.0,2024-06-21Z,active,yes,NaN,NaN,NaN,NaN
4fa76tep2ca1r03vokdzgbsh5,Adrián,Slávik,NaN,NaN,Male,A. Slávik,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1999-04-12,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,27.0,2024-07-01Z,active,no,NaN,NaN,2024-08-16Z,NaN
4ofgxqnomugt3qic6vdjy139x,Jan,Hanuš,Jan,Hanus,Male,J. Hanuš,Czechia,5md5tpwr2nmqao528prx43jr7,Goalkeeper,player,1988-04-28,Chlumec,Czechia,5md5tpwr2nmqao528prx43jr7,188.0,85.0,NaN,1.0,2018-01-26Z,active,yes,NaN,NaN,NaN,NaN
59qs5yc84e2tmew1w5yezn28k,Tomáš,Schánělec,Tomás,Schánelec,Male,T. Schánělec,Czechia,5md5tpwr2nmqao528prx43jr7,Attacker,player,2002-06-20,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,36.0,2024-07-13Z,active,no,NaN,NaN,2025-01-13Z,NaN
5jqb0w8uo06cjqbsgynyuxz4k,Albert,Kotlín,NaN,NaN,Male,A. Kotlín,Czechia,5md5tpwr2nmqao528prx43jr7,Goalkeeper,player,2005-09-08,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,33.0,2024-02-08Z,active,yes,NaN,NaN,NaN,NaN
5m0z9znbaneiy3yj0xbuas9re,Nemanja,Tekijaški,Nemanja,Tekijaski,Male,N. Tekijaški,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,1997-03-02,Pančevo,Serbia,5w4ve503bjdsshwx9ho6jxzx0,186.0,78.0,right,4.0,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN
5nb8n31f2vntmbe008uxee5ed,Jan,Suchan,NaN,NaN,Male,J. Suchan,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,1996-01-18,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,179.0,71.0,NaN,10.0,2024-08-16Z,active,yes,NaN,NaN,NaN,NaN
67ave6snts7v5pg4mn5zkxh3p,Luboš,Kozel,NaN,NaN,Male,L. Kozel,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,coach,1971-03-16,Vlašim,Czechia,5md5tpwr2nmqao528prx43jr7,183.0,NaN,NaN,NaN,2024-06-18Z,active,yes,NaN,NaN,NaN,NaN
6sa9dipo5jl4davrgyxsmh6qy,Klemen,Mihelak,Klemen,Mihelak,Male,K. Mihelak,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,Goalkeeper,player,2001-12-31,NaN,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,NaN,NaN,NaN,99.0,2024-07-22Z,active,yes,NaN,NaN,NaN,NaN
713as8ulfv31hz6bahrctmimt,Vakhtang,Tchanturishvili,Vakhtang,Tchanturishvili,Male,V. Tchanturishvili,Georgia,55mqz7j6585f2jhgfhn62lomr,Midfielder,player,1993-08-05,Ozurgeti,Georgia,55mqz7j6585f2jhgfhn62lomr,174.0,66.0,left,7.0,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN
7joketqhv90x0eyr2cuyxa25m,Sebastian,Nebyla,Sebastian,Nebyla,Male,S. Nebyla,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2002-01-25,Gütersloh,Germany,36min0qztu8eydwvpv8t1is0m,183.0,75.0,NaN,25.0,2024-07-01Z,active,yes,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN
7sd63qe11q4dn0m4ldzirtf4l,Petr,Ševčík,Petr,Sevcík,Male,P. Ševčík,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,1994-05-04,Jeseník,Czechia,5md5tpwr2nmqao528prx43jr7,172.0,66.0,right,23.0,2025-01-29Z,active,yes,NaN,NaN,2025-06-30Z,NaN
876f0ofgg1osn54zb65lhnc6i,Jakub,Martinec,Jakub,Martinec,Male,J. Martinec,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,1998-03-13,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,187.0,76.0,NaN,22.0,2020-08-11Z,active,yes,NaN,NaN,NaN,NaN
89sgck6spgfgv6j7ggy7nrdyi,Michal,Černák,Michal,Cernák,Male,M. Černák,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,2003-09-01,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,95.0,2019-08-01Z,active,yes,NaN,NaN,NaN,NaN
8fofcgnxsc650zuzlm6i2ryp6,Martin,Cedidla,Martin,Cedidla,Male,M. Cedidla,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,2001-11-22,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,18.0,2024-06-21Z,active,yes,NaN,NaN,NaN,NaN
95om33z10rzo9302j28pi6489,Jan,Fortelný,Jan,Fortelny,Male,J. Fortelný,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,1999-01-19,Prague,Czechia,5md5tpwr2nmqao528prx43jr7,178.0,65.0,right,11.0,2024-07-01Z,active,yes,NaN,NaN,NaN,NaN
9w0raufx8pjc76f5g2upt0ded,Tomáš,Čížek,Tomás,Cizek,Male,T. Čížek,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,assistant coach,1978-11-27,Děčín,Czechia,5md5tpwr2nmqao528prx43jr7,187.0,78.0,right,NaN,2023-11-04Z,active,yes,NaN,NaN,NaN,NaN
9zgiharyp4mic2nmx1rr5yfo5,Daniel,Souček,Daniel,Soucek,Male,D. Souček,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,1998-07-18,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,right,14.0,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN
auy58bckt1kkwg0get5g05pl,Matěj,Polidar,Matej,Polidar,Male,M. Polidar,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,1999-12-20,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,179.0,76.0,NaN,21.0,2023-07-19Z,active,yes,NaN,NaN,NaN,NaN
bh0ko4kevg2y7r4yr0c9yhyw9,Haiderson,Hurtado Palomino,Haiderson,Hurtado,Male,H. Hurtado,Colombia,6kby8rq1p01fg5ds38ckkrcs5,Defender,player,1995-11-25,NaN,Colombia,6kby8rq1p01fg5ds38ckkrcs5,NaN,NaN,left,2.0,2023-07-01Z,active,no,NaN,NaN,2025-02-08Z,NaN
c8s2egmvso9z18fn76uw4kded,Filip,Novák,Filip,Novák,Male,F. Novák,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,1990-06-26,Přerov,Czechia,5md5tpwr2nmqao528prx43jr7,184.0,82.0,left,57.0,2025-02-21Z,active,yes,NaN,NaN,NaN,NaN
ccwck1qk925jr4grqm2cuxb6d,David,Štěpánek,David,Stepánek,Male,D. Štěpánek,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,1997-03-30,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,183.0,83.0,right,5.0,2019-01-10Z,active,yes,NaN,NaN,NaN,NaN
d3jchkltrcgkx836c9z69orje,Success,Makanjuola,Success,Makanjuola,Male,S. Makanjuola,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Attacker,player,2001-05-24,Lagos,Nigeria,63pvdwrsiq5b07mzi8igqei9p,175.0,NaN,left,39.0,2024-11-30Z,active,yes,NaN,NaN,NaN,NaN
d9y3zs8qysymkc7kbprgtej9w,Dominik,Hollý,Dominik,Holly,Male,D. Hollý,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2003-11-11,Bánovce nad Bebravou,Slovakia,7dybe8679n9bgyrcxi383pq3y,181.0,74.0,right,26.0,2024-02-22Z,active,yes,NaN,NaN,NaN,NaN
dcou83rgnu1d5q4p6q3ee8r1l,Lamin,Jawo,Lamin,Jawo,Male,L. Jawo,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,Attacker,player,1995-03-15,Banjul,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,190.0,80.0,right,44.0,2025-01-26Z,active,yes,NaN,NaN,2025-06-30Z,NaN
e7vqlke3m2c0nabg6zdedp4a,Oliver,Velich,Oliver,Velich,Male,O. Velich,Czechia,5md5tpwr2nmqao528prx43jr7,Attacker,player,2001-06-12,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,32.0,2023-02-18Z,active,no,NaN,NaN,2025-01-26Z,NaN
eh6qgbtf67a4js542hq5rnnbp,Vilém,Fendrich,Vilém,Fendrich,Male,V. Fendrich,Czechia,5md5tpwr2nmqao528prx43jr7,Goalkeeper,player,1991-01-22,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,193.0,90.0,NaN,28.0,2023-07-19Z,active,no,NaN,NaN,2024-08-02Z,NaN
1ibf02vsgi6lq22zhklaxwwd1,Jakub,Fulnek,Jakub,Fulnek,Male,J. Fulnek,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,1994-04-26,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,172.0,70.0,NaN,11.0,2022-07-01Z,active,yes,NaN,NaN,NaN,NaN
1k2garzhu3qmeqhot682qftg5,Marek,Matějovský,Marek,Matejovsky,Male,M. Matějovský,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,1981-12-20,Brandýs nad Labem,Czechia,5md5tpwr2nmqao528prx43jr7,178.0,70.0,right,8.0,2016-09-08Z,active,yes,NaN,NaN,NaN,NaN
1xygk1x3qzs170kbayl0i2h1x,Andrej,Kadlec,Andrej,Kadlec,Male,A. Kadlec,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1996-02-02,Ilava,Slovakia,7dybe8679n9bgyrcxi383pq3y,175.0,71.0,right,26.0,2023-07-01Z,active,no,NaN,NaN,2025-01-25Z,NaN
294kg10l31vtktge209fk0178,Matěj,Zachoval,Matej,Zachoval,Male,M. Zachoval,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,2005-04-09,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,26.0,2025-01-26Z,active,yes,NaN,NaN,NaN,NaN
2itssq07ccom56jh4vkkewiz8,Vojtěch,Hora,Vojtech,Hora,Male,V. Hora,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,2004-05-05,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,6.0,2025-02-22Z,active,yes,NaN,NaN,NaN,NaN
3y5shhj1h69rmvavt85dr1sd1,Pavel,Medynský,Pavel,Medynsky,Male,P. Medynský,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,assistant coach,1964-10-28,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,NaN,2023-04-25Z,active,yes,NaN,NaN,NaN,NaN
4ff2cbr4mc7a6qcyvkaxqoyxh,Martin,Králik,Martin,Králik,Male,M. Králik,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1995-04-03,Prievidza,Slovakia,7dybe8679n9bgyrcxi383pq3y,185.0,74.0,NaN,3.0,2024-07-02Z,active,yes,NaN,NaN,NaN,NaN
4ja6wvpew45tphwpdiiz0nnx1,Andreas,Brännström,Andreas,Brannstrom,Male,A. Brännström,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,coach,1976-05-10,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,NaN,2024-08-24Z,active,no,NaN,NaN,2025-04-08Z,NaN
4qm66gj5qwzjikhhsac66ktm1,David,Holoubek,David,Holoubek,Male,D. Holoubek,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,coach,1980-06-08,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,NaN,2024-01-03Z,active,no,NaN,NaN,2024-08-24Z,NaN
4rzbjbim35vih13agoppb1iei,Daniel,Langhamer,Daniel,Langhamer,Male,D. Langhamer,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,2003-03-20,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,173.0,NaN,right,6.0,2024-07-01Z,active,no,NaN,NaN,2025-01-30Z,NaN
51wrvgnamem23vf9scuk4ezt,Ylldren,Ibrahimaj,Ylldren,Ibrahimaj,Male,Y. Ibrahimaj,Kosovo,86u6edbqifdjsn49mbp2anw7p,Attacker,player,1995-12-24,Arendal,Norway,7f16iy4w8u8ogyn6pfooqwv5z,178.0,70.0,left,7.0,2025-01-29Z,active,yes,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN
5w1wckig2shrw4mr8w2o52vhl,Petr,Mikulec,Petr,Mikulec,Male,P. Mikulec,Czechia,5md5tpwr2nmqao528prx43jr7,Goalkeeper,player,1999-04-05,Vrchlabí,Czechia,5md5tpwr2nmqao528prx43jr7,198.0,97.0,NaN,99.0,2022-01-01Z,active,no,NaN,NaN,2025-02-19Z,NaN
67fpbhmyalc9zlkqts4mwafh1,Jetmir,Haliti,Jetmir,Haliti,Male,J. Haliti,Kosovo,86u6edbqifdjsn49mbp2anw7p,Defender,player,1996-09-14,Växjö,Sweden,1z6l2c33w2kyz9rdefs1d68nb,184.0,80.0,left,16.0,2025-01-26Z,active,yes,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN
6brkphrym1x1fqgbcum0ugm7e,Michal,Ševčík,Michal,Sevcík,Male,M. Ševčík,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,2002-08-13,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,181.0,74.0,left,22.0,2025-01-28Z,active,yes,NaN,NaN,2025-06-30Z,NaN
6marp4xhjkoal9ax2zx9kap78,Lukáš,Mašek,Lukás,Masek,Male,L. Mašek,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,2004-05-08,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,182.0,74.0,NaN,28.0,2024-07-01Z,active,yes,NaN,NaN,NaN,NaN
6u0uzntsfke3q7fbotn8trl61,Jiří,Floder,Jirí,Floder,Male,J. Floder,Czechia,5md5tpwr2nmqao528prx43jr7,Goalkeeper,player,1997-01-03,Brno,Czechia,5md5tpwr2nmqao528prx43jr7,190.0,85.0,right,59.0,2024-07-10Z,active,yes,NaN,NaN,NaN,NaN
7afwt18ozpwrhqpyqo9gjf6ne,Nicolas,Penner,Nicolas,Penner,Male,N. Penner,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,2001-06-19,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,15.0,2024-09-04Z,active,yes,NaN,NaN,NaN,NaN
7rm486tjegylupfinowalv4lw,Tomáš,Král,Tomás,Král,Male,T. Král,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,2004-10-26,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,185.0,83.0,NaN,14.0,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN
7ymz8ft07isr70o8d8ovtpey1,Daniel,Mareček,Daniel,Marecek,Male,D. Mareček,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,1998-05-30,Praha,Czechia,5md5tpwr2nmqao528prx43jr7,181.0,74.0,NaN,30.0,2023-01-23Z,active,yes,NaN,NaN,NaN,NaN
80imgew1o4dg6cjmaj8k15m95,Dominik,Kostka,Dominik,Kostka,Male,D. Kostka,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,1996-05-04,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,175.0,75.0,right,31.0,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN
87wso9h0ggalh5nxh1ukoymzt,Josef,Jinoch,Josef,Jinoch,Male,J. Jinoch,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,coach,1967-11-05,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,NaN,2025-04-08Z,active,yes,NaN,NaN,NaN,NaN
8eldl6l5gwgq5f57bwncep2c4,Dominik,Mareš,Dominik,Mares,Male,D. Mareš,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,2003-02-03,Stockerau,Austria,hcs1bd49qliqqity6o268jyt,181.0,NaN,NaN,24.0,2025-01-26Z,active,yes,NaN,NaN,NaN,NaN
8juh3g4obrxod9f2xq0q3kkq1,Antonín,Vaníček,Antonín,Vanícek,Male,A. Vaníček,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,1998-04-22,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,177.0,70.0,NaN,22.0,2022-07-01Z,active,no,NaN,NaN,2024-08-29Z,NaN
8nesxmzgmtxcr5vu3881j6ane,Matouš,Trmal,Matous,Trmal,Male,M. Trmal,Czechia,5md5tpwr2nmqao528prx43jr7,Goalkeeper,player,1998-10-02,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,192.0,84.0,right,29.0,2023-07-05Z,active,no,NaN,NaN,2025-02-21Z,NaN
8uvwdn4qumwhi0pl5kx9dx3sa,Vojtěch,Stránský,Vojtech,Stránsky,Male,V. Stránský,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,2003-03-13,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,184.0,75.0,NaN,12.0,2024-07-01Z,active,yes,NaN,NaN,NaN,NaN
98iq8bnn6wbcfaim9yc7hzlsk,Lukáš,Fila,Lukás,Fila,Male,L. Fila,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,2004-01-07,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,183.0,67.0,right,21.0,2024-02-22Z,active,no,NaN,NaN,2025-01-26Z,NaN
9jsumsbwvyw6dgc1t1tz6zk2y,Denis,Donát,Denis,Donát,Male,D. Donát,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,2001-09-14,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,190.0,80.0,NaN,13.0,2024-07-01Z,active,yes,NaN,NaN,NaN,NaN
9plpe5bisbfkrlgryzbzkvdhw,Solomon,John,Solomon,John,Male,S. John,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Midfielder,player,2001-08-08,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,170.0,70.0,right,20.0,2023-08-09Z,active,yes,NaN,NaN,NaN,NaN
9xsf0drcxxq0ax8ekxfbbygvd,Patrik,Žitný,Patrik,Zitny,Male,P. Žitný,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,1999-01-21,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,177.0,71.0,NaN,7.0,2022-07-27Z,active,no,NaN,NaN,2025-01-26Z,NaN
a225kc9tqxek5hk5247ps86vp,Marek,Suchý,Marek,Suchy,Male,M. Suchý,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,1988-03-29,Praha,Czechia,5md5tpwr2nmqao528prx43jr7,183.0,84.0,right,17.0,2021-07-01Z,active,yes,NaN,NaN,NaN,NaN
a378ouijumnal07reez20mdat,Aleš,Mandous,Ales,Mandous,Male,A. Mandous,Czechia,5md5tpwr2nmqao528prx43jr7,Goalkeeper,player,1992-04-21,Nekmir,Czechia,5md5tpwr2nmqao528prx43jr7,188.0,85.0,NaN,27.0,2025-02-05Z,active,yes,NaN,NaN,2025-06-30Z,NaN
aahgddta7gkvybzrxlc1g03kk,Denis,Kaulfus,Denis,Kaulfus,Male,D. Kaulfus,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,2004-06-03,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,36.0,2023-04-01Z,active,yes,NaN,NaN,NaN,NaN
amvuj5vv8je24pydpvrtxpafo,Kryštof,Lichtenberg,Krystof,Lichtenberg,Male,K. Lichtenberg,Czechia,5md5tpwr2nmqao528prx43jr7,Goalkeeper,player,2002-11-30,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,197.0,82.0,NaN,1.0,2024-07-01Z,active,no,NaN,NaN,2024-07-30Z,NaN
b4j9cpewc66djpy0e3euw9q6t,Pavel,Malura,Pavel,Malura,Male,P. Malura,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,assistant coach,1970-12-24,Ostrava,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,NaN,2025-04-08Z,active,yes,NaN,NaN,NaN,NaN
budcijzk8y5gugoet3ladjuhg,Jan,Buryán,Jan,Buryán,Male,J. Buryán,Czechia,5md5tpwr2nmqao528prx43jr7,Attacker,player,2005-10-11,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,70.0,2023-12-05Z,active,yes,NaN,NaN,NaN,NaN
bxz335pd0yjui8s9juvf48q38,Matyáš,Vojta,Matyás,Vojta,Male,M. Vojta,Czechia,5md5tpwr2nmqao528prx43jr7,Attacker,player,2004-02-26,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,187.0,81.0,NaN,9.0,2024-07-01Z,active,yes,NaN,NaN,NaN,NaN
cfdo1h4sk3lgm6ifd42oicqtx,Matěj,Pulkrab,Matej,Pulkrab,Male,M. Pulkrab,Czechia,5md5tpwr2nmqao528prx43jr7,Attacker,player,1997-05-23,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,18.0,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN
clpgidi7ivqcmv71mq70sxqwa,Patrik,Vydra,Patrik,Vydra,Male,P. Vydra,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,2003-06-20,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,190.0,80.0,NaN,66.0,2024-07-09Z,active,no,NaN,NaN,2025-01-26Z,NaN
cu2fv53a6h2dx1rbgfeipw1k9,Florent Grégoire,Poulolo,Florent,Poulolo,Male,F. Poulolo,Martinique,1eb70pvuqssbbg3yamdba5ie5,Defender,player,1997-01-02,Fort-de-France,Martinique,1eb70pvuqssbbg3yamdba5ie5,189.0,80.0,right,84.0,2024-07-01Z,active,no,France,7gww28djs405rfga69smki84o,2024-08-09Z,NaN
cx081k5lkivuv5esvs04s7r3d,Tomáš,Ladra,Tomás,Ladra,Male,T. Ladra,Czechia,5md5tpwr2nmqao528prx43jr7,Attacker,player,1997-04-24,Ceska Lipa,Czechia,5md5tpwr2nmqao528prx43jr7,178.0,75.0,NaN,10.0,2021-01-01Z,active,yes,NaN,NaN,NaN,NaN
dcou83rgnu1d5q4p6q3ee8r1l,Lamin,Jawo,Lamin,Jawo,Male,L. Jawo,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,Attacker,player,1995-03-15,Banjul,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,190.0,80.0,right,32.0,2023-01-01Z,active,no,NaN,NaN,2025-01-26Z,NaN
dqoz2wlxzv4rh786j3aj0frpw,Jakub,Vlček,Jakub,Vlcek,Male,J. Vlček,Czechia,5md5tpwr2nmqao528prx43jr7,Attacker,player,2003-12-05,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,37.0,2024-10-29Z,active,yes,NaN,NaN,NaN,NaN
dy7cb7p6w222cxynpyu6jx1ih,Benson,Sakala,Benson,Sakala,Male,B. Sakala,Zambia,2dlu3zrfid7nl6ppmb04hjgot,Midfielder,player,1996-09-12,Lusaka,Zambia,2dlu3zrfid7nl6ppmb04hjgot,185.0,79.0,right,5.0,2023-07-06Z,active,yes,NaN,NaN,NaN,NaN
