id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,shirtNumber,startDate,status,active,height,foot,knownName,weight,endDate,secondNationality,secondNationalityId,placeOfBirth
f2qohaex1g5tvz10leo2ia6s,Markus,Arsalo,Markus,Arsalo,Male,M. Arsalo,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2002-10-21,Finland,2u07e54v5dprsugdvddpq5ync,18.0,2023-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
oqudbhzm03z0sfh8tw4qoqhg,Gabriel,Oksanen,Gabriel,Oksanen,Male,G. Oksanen,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2006-09-22,USA,7hr2f89v44y65dyu9k92vprwn,35.0,2024-05-07Z,active,yes,NaN,NaN,NaN,NaN,NaN,USA,7hr2f89v44y65dyu9k92vprwn,NaN
1vt9w739g9cui1qrjhld5jgt1,Sauli Aapo Kasperi,Väisänen,Sauli,Väisänen,Male,S. Väisänen,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,1994-06-05,Finland,2u07e54v5dprsugdvddpq5ync,5.0,2024-12-30Z,active,yes,190.0,right,NaN,75.0,NaN,NaN,NaN,Helsinki
26zzli6mm14fh6sb5520g1vkk,Rasmus,Väisänen,Rasmus,Väisänen,Male,R. Väisänen,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2006-05-25,Finland,2u07e54v5dprsugdvddpq5ync,88.0,2025-04-27Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2ds2jprriwxkden7xw0pvhe51,Tatu,Miettunen,Tatu,Miettunen,Male,T. Miettunen,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,1995-04-24,Finland,2u07e54v5dprsugdvddpq5ync,16.0,2014-04-01Z,active,yes,185.0,NaN,NaN,76.0,NaN,NaN,NaN,Mänttä
3h900ulsj68bktnzbti1jvr6y,Jaakko Onni,Moisio,Jaakko,Moisio,Male,J. Moisio,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2005-01-12,Finland,2u07e54v5dprsugdvddpq5ync,21.0,2023-01-26Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5h0xmzqj69qpakvv8b3gfin6d,Otso,Virtanen,Otso,Virtanen,Male,O. Virtanen,Finland,2u07e54v5dprsugdvddpq5ync,Goalkeeper,player,1994-04-03,Finland,2u07e54v5dprsugdvddpq5ync,1.0,2022-12-27Z,active,yes,196.0,right,NaN,88.0,NaN,NaN,NaN,Turku
5msckfem6wvr8h2egmxqgn5zo,Jardell,Kanga,Jardell,Kanga,Male,J. Kanga,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,2005-12-13,Sweden,1z6l2c33w2kyz9rdefs1d68nb,30.0,2025-04-02Z,active,yes,170.0,left,NaN,NaN,2025-12-31Z,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,NaN
5n7z3yng11c612236nrweuy38,Noel,Hasa,Noel,Hasa,Male,N. Hasa,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2003-02-06,Finland,2u07e54v5dprsugdvddpq5ync,NaN,2025-07-01Z,active,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6aoswcs32ubpn2g50tqcopg5w,Vincent,Ulundu,Vincent,Ulundu,Male,V. Ulundu,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2005-03-25,Finland,2u07e54v5dprsugdvddpq5ync,18.0,2024-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,NaN
6j8sbzewfzr0kjs2acm6r7tw4,Otto,Tiitinen,Otto,Tiitinen,Male,O. Tiitinen,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2008-04-25,Finland,2u07e54v5dprsugdvddpq5ync,20.0,2025-01-17Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6yreepfqr0qh9o2mlglzkri6t,Roope Vilhelmi,Riski,Roope,Riski,Male,R. Riski,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,1991-08-16,Finland,2u07e54v5dprsugdvddpq5ync,10.0,2024-02-02Z,active,yes,180.0,right,NaN,70.0,NaN,NaN,NaN,Askainen
74od0bd25ox7cv2sfmebf72s5,Anton,Popovitš,Anton,Popovitch,Male,A. Popovitš,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,1996-07-11,Finland,2u07e54v5dprsugdvddpq5ync,14.0,2024-01-16Z,active,yes,185.0,right,NaN,64.0,NaN,Russia,7kfg68kh6n16fs4ap3xjiudr,Valkeakoski
7hr8mxix88otsvgitsv184g0k,Marius,Söderbäck,Marius,Söderbäck,Male,M. Söderbäck,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2004-02-06,Finland,2u07e54v5dprsugdvddpq5ync,17.0,2023-08-07Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7wysiv77u3wt6pk31uzzl7dre,Teemu,Hytönen,Teemu,Hytönen,Male,T. Hytönen,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2002-08-15,Finland,2u07e54v5dprsugdvddpq5ync,9.0,2025-01-01Z,active,yes,194.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
87xd8a3n7mtk57za6pcc5l5n9,Lauri Elias,Ala-Myllymäki,Lauri,Ala-Myllymäki,Male,L. Ala-Myllymäki,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,1997-06-04,Finland,2u07e54v5dprsugdvddpq5ync,15.0,2023-01-25Z,active,yes,182.0,right,NaN,NaN,NaN,NaN,NaN,NaN
8r3xgvgtysw3a026rrhebyxre,Maksim,Stjopin,Maksim,Stjopin,Male,M. Stjopin,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2003-04-08,Finland,2u07e54v5dprsugdvddpq5ync,8.0,2023-12-22Z,active,yes,178.0,left,NaN,NaN,NaN,Estonia,64smib5liu1qh78iaylufxj99,NaN
9a30ig1lf25c8qtjain83ktn8,David,Oliveira da Silva,David,Oliveira da Silva,Male,David Oliveira,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Defender,player,2002-11-16,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,NaN,2025-07-01Z,active,no,NaN,NaN,David Oliveira,NaN,NaN,NaN,NaN,NaN
a30y638aa4uo6vudqgrcjvpat,Joona Eemil Petteri,Veteli,Joona,Veteli,Male,J. Veteli,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,1995-04-21,Finland,2u07e54v5dprsugdvddpq5ync,7.0,2024-02-08Z,active,yes,180.0,NaN,NaN,73.0,NaN,NaN,NaN,Kemi
a6c8kxkcb77ldh3dpondvd2sq,Faris,Krkalić,Faris,Krkalic,Male,F. Krkalić,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,Goalkeeper,player,2002-06-15,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,12.0,2025-03-07Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
afacx0e14xrz11u9dnbry92ei,Kalle Erik Juhani,Wallius,Kalle,Wallius,Male,K. Wallius,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2003-01-02,Finland,2u07e54v5dprsugdvddpq5ync,13.0,2025-01-29Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
auivgwfbffghtuzi2i5e9mxw4,Ville,Kumpu,Ville,Kumpu,Male,V. Kumpu,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2008-02-18,Finland,2u07e54v5dprsugdvddpq5ync,24.0,2025-01-31Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
bncprtgl55orvoj7icguv326t,Joonas,Rantanen,Joonas,Rantanen,Male,J. Rantanen,Finland,2u07e54v5dprsugdvddpq5ync,NaN,coach,1987-07-27,Finland,2u07e54v5dprsugdvddpq5ync,NaN,2024-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
bt9canh10jbb5pms11dzi1j2t,Aapo,Mäenpää,Aapo,Mäenpää,Male,A. Mäenpää,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,1998-01-14,Finland,2u07e54v5dprsugdvddpq5ync,22.0,2022-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Brixen
cayn625x26mewt9gp2xrmh4ut,Felipe,Aspegren Berhönnr,Felipe,Aspegren,Male,F. Aspegren,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,1994-02-12,Colombia,6kby8rq1p01fg5ds38ckkrcs5,42.0,2023-01-01Z,active,yes,172.0,right,NaN,72.0,NaN,Colombia,6kby8rq1p01fg5ds38ckkrcs5,NaN
cpxcd9wihjrac0ttpvfzv5kkq,Matias Johan Erik,Rale,Matias,Rale,Male,M. Rale,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2001-03-04,Finland,2u07e54v5dprsugdvddpq5ync,3.0,2025-01-23Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dprt62xpys5habrdk1kg6sbu1,Adeleke Akinola,Akinyemi,Adeleke,Akinyemi,Male,A. Akinyemi,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Attacker,player,1998-08-11,Nigeria,63pvdwrsiq5b07mzi8igqei9p,27.0,2024-08-26Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dwykh0u3d3shtklz3yfrev8d0,Oskari,Multala,Oskari,Multala,Male,O. Multala,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2007-03-13,Finland,2u07e54v5dprsugdvddpq5ync,72.0,2025-01-17Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
enc30jhvcxxy3c53muws4gbje,Oiva,Jukkola,Oiva,Jukkola,Male,O. Jukkola,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2002-05-21,Finland,2u07e54v5dprsugdvddpq5ync,19.0,2020-08-21Z,active,yes,185.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
m1q38qwjja97onl2qwscdr10,Lucas Hugo,Väyrynen,Lucas,Väyrynen,Male,L. Väyrynen,Finland,2u07e54v5dprsugdvddpq5ync,Goalkeeper,player,2005-08-23,Finland,2u07e54v5dprsugdvddpq5ync,32.0,2023-02-17Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1t44y6xzubkclt6i6nzgkgr1l,Pedro Justiniano,Almeida Gomes,Pedro Justiniano,Almeida Gomes,Male,Pedro Justiniano,Guinea-Bissau,5ikz7810612v7a6l5u6gxa6vm,Defender,player,2000-04-18,Italy,25f2cmb2r8mk5rj92tzer6kvv,29.0,2024-03-12Z,active,yes,190.0,right,Pedro Justiniano,83.0,NaN,Portugal,1nbm5i9a0403zzvltn17lxinc,Vicenza
1wg15zg0fffyoag6owdh35vkk,Vilmer Johannes,Rönnberg,Vilmer,Rönnberg,Male,V. Rönnberg,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,2002-03-28,Sweden,1z6l2c33w2kyz9rdefs1d68nb,5.0,2025-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1xquqxm7zxe002v8dc2z46sb9,Jesper,Engström,Jesper,Engström,Male,J. Engström,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,1992-04-24,Finland,2u07e54v5dprsugdvddpq5ync,4.0,2022-01-01Z,active,yes,173.0,NaN,NaN,71.0,NaN,NaN,NaN,NaN
1zdrpi7b401hv9w9mtykzyor9,Joonas,Vahtera,Joonas,Vahtera,Male,J. Vahtera,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,1996-01-06,Finland,2u07e54v5dprsugdvddpq5ync,30.0,2021-01-26Z,active,yes,176.0,left,NaN,NaN,NaN,NaN,NaN,Vaasa
1zud0qdtf6c6wzkgqhz6b94a1,Martti Mikael,Haukioja,Martti,Haukioja,Male,M. Haukioja,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,1999-10-06,Finland,2u07e54v5dprsugdvddpq5ync,19.0,2024-01-01Z,active,yes,188.0,left,NaN,85.0,NaN,NaN,NaN,NaN
29zettuo94bs7isi8un48y7yt,Jussi Johan,Nuorela,Jussi,Nuorela,Male,J. Nuorela,Finland,2u07e54v5dprsugdvddpq5ync,NaN,coach,1974-08-11,Finland,2u07e54v5dprsugdvddpq5ync,NaN,2021-06-18Z,active,yes,184.0,both,NaN,NaN,NaN,NaN,NaN,Valkeakoski
2zqarv7c4098qesbomnra5uqx,Samuel,Lindeman,Samuel,Lindeman,Male,S. Lindeman,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,1997-12-29,Finland,2u07e54v5dprsugdvddpq5ync,25.0,2021-01-26Z,active,yes,188.0,NaN,NaN,83.0,NaN,NaN,NaN,NaN
3eoljk5s3ohabqzfydfp4xses,Eino,Ehrnrooth,Eino,Ehrnrooth,Male,E. Ehrnrooth,Finland,2u07e54v5dprsugdvddpq5ync,Goalkeeper,player,2007-07-10,Finland,2u07e54v5dprsugdvddpq5ync,22.0,2024-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3m5qlpbn5uak0xuoyon5ls5p1,Henri,Sillanpää,Henri,Sillanpää,Male,H. Sillanpää,Finland,2u07e54v5dprsugdvddpq5ync,NaN,assistant coach,1979-06-04,Finland,2u07e54v5dprsugdvddpq5ync,NaN,2022-10-29Z,active,yes,188.0,right,NaN,84.0,NaN,NaN,NaN,Tornio
45kijyqwuvgoc6hx51yueyeol,Teppo,Marttinen,Teppo,Marttinen,Male,T. Marttinen,Finland,2u07e54v5dprsugdvddpq5ync,Goalkeeper,player,1997-05-06,Finland,2u07e54v5dprsugdvddpq5ync,1.0,2021-01-22Z,active,yes,187.0,NaN,NaN,84.0,NaN,NaN,NaN,Jyväskylä
5ynhzqvpks5u5bjgno6snhyzu,Prosper,Ahiabu Deyegbe,Prosper,Ahiabu,Male,P. Ahiabu,Ghana,2q2sw72utw5gu9t5y4knckwba,Midfielder,player,1999-05-10,Ghana,2q2sw72utw5gu9t5y4knckwba,21.0,2022-03-31Z,active,yes,188.0,right,NaN,NaN,NaN,NaN,NaN,NaN
63x3zhf3u5z3d3ylx0xjvwd90,Josep,Nuorela,Josep,Nuorela,Male,J. Nuorela,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2003-06-19,Finland,2u07e54v5dprsugdvddpq5ync,2.0,2021-01-01Z,active,yes,184.0,NaN,Josep Nuorela,NaN,NaN,NaN,NaN,NaN
6i2n7bcfphn89v0eccet2fop,Rasmus,Leislahti,Rasmus,Leislahti,Male,R. Leislahti,Finland,2u07e54v5dprsugdvddpq5ync,Goalkeeper,player,2000-06-16,Finland,2u07e54v5dprsugdvddpq5ync,77.0,2024-01-01Z,active,yes,184.0,right,NaN,NaN,NaN,NaN,NaN,NaN
6zw6j1zpm7vs8zkx5z6enqpgq,Mads,Borchers,Mads,Borchers,Male,M. Borchers,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2002-06-18,Denmark,5adf60vwiw2f2mibyq1k4ex7i,9.0,2024-03-15Z,active,yes,188.0,NaN,NaN,90.0,NaN,NaN,NaN,NaN
72d57i3mfqxtbsmm196kdv0fd,Tristan,Dekker,Tristan,Dekker,Male,T. Dekker,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,1998-03-27,Netherlands,6hzi5pltnz67q4la8yli9qfv6,6.0,2025-01-07Z,active,yes,184.0,right,NaN,78.0,NaN,NaN,NaN,Den Haag
7zztpnbw4cfyw6q231nqy8nv9,Miika,Niemi,Miika,Niemi,Male,M. Niemi,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,1994-03-04,Finland,2u07e54v5dprsugdvddpq5ync,23.0,2020-01-16Z,active,yes,176.0,right,NaN,NaN,NaN,NaN,NaN,Vaasa
80mvshlrrlu5vt41gkruwn8fe,Yassine,El Ouatki,Yassine,El Ouatki,Male,Y. El Ouatki,France,7gww28djs405rfga69smki84o,Midfielder,player,1998-11-10,France,7gww28djs405rfga69smki84o,20.0,2025-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,Morocco,2xdcc39z1k79pnjbtn9x31wdh,NaN
82xs6y0vzyn7hem2iykgy3h0,Alexander,Wik,NaN,NaN,Male,A. Wik,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2008-03-11,Finland,2u07e54v5dprsugdvddpq5ync,NaN,2025-06-10Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
84wint64ygxx3pi5fz3mr12j8,Nicolas Gerald Gaetan,Fleuriau Chateau,Nicolas,Fleuriau Chateau,Male,N. Fleuriau Chateau,Canada,1iaoypzp6syf32cz9l15pzp7e,Attacker,player,2002-05-21,Canada,1iaoypzp6syf32cz9l15pzp7e,14.0,2025-04-02Z,active,yes,178.0,NaN,NaN,NaN,2025-12-31Z,NaN,NaN,Ottawa
8i80v8ukhc2jri4lvo3oxkb2s,Akoon,Kuek,Akoon,Kuek,Male,A. Kuek,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2004-05-10,Finland,2u07e54v5dprsugdvddpq5ync,33.0,2022-01-01Z,active,no,178.0,right,NaN,NaN,2025-05-16Z,NaN,NaN,NaN
9ihsujntesz6gck21nfrch72s,Adrian,Arrakoski,Adrian,Arrakoski,Male,A. Arrakoski,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,NaN,Finland,2u07e54v5dprsugdvddpq5ync,18.0,2025-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9julhxqc94tmamhicz9gfysyc,Kalle,Huhta,Kalle,Huhta,Male,K. Huhta,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2007-04-17,Finland,2u07e54v5dprsugdvddpq5ync,27.0,2024-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9ka422rjynvrx4kofh5q8ivop,Antti-Ville,Räisänen,Antti-Ville,Räisänen,Male,A. Räisänen,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,1998-04-04,Finland,2u07e54v5dprsugdvddpq5ync,34.0,2022-01-01Z,active,yes,180.0,right,NaN,NaN,NaN,NaN,NaN,NaN
9mki2meutffzyo7nd0zo94zkk,Antonio,Almén,Antonio,Almén,Male,A. Almén,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2004-04-07,Finland,2u07e54v5dprsugdvddpq5ync,26.0,2024-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9myvqb7eriz90u02vjkizjzmc,Luka Benjamin,Smyth,Luka,Smyth,Male,L. Smyth,Australia,u5ieemi69z72c3bgczyy68lo,Attacker,player,2004-02-25,Australia,u5ieemi69z72c3bgczyy68lo,15.0,2024-08-08Z,active,yes,NaN,NaN,NaN,NaN,NaN,Republic of Ireland,63nepb66un7juhglo2g6rezcl,NaN
bbp11n61bl9mjlis2ulxub66s,Deng,Madut,Deng,Madut,Male,D. Madut,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2006-01-01,Finland,2u07e54v5dprsugdvddpq5ync,31.0,2025-05-03Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
bn62iwa6vrs5z6ow9q2kpq590,Mmenie-Abasi,Ita Etok,Mmenie-Abasi,Etok,Male,M. Etok,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Midfielder,player,2003-12-02,Nigeria,63pvdwrsiq5b07mzi8igqei9p,17.0,2025-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
bqc4ov50nt2cguo0rrxw2a02x,Tyler Mark,Reid,Tyler,Reid,Male,T. Reid,England,1fk5l4hkqk12i7zske6mcqju6,Defender,player,1997-09-02,England,1fk5l4hkqk12i7zske6mcqju6,37.0,2025-03-05Z,active,yes,180.0,right,NaN,72.0,NaN,NaN,NaN,Luton
c06sx8vphh414mv8rqfsy1fdg,Luka,Nuorela,Luka,Nuorela,Male,L. Nuorela,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2005-04-27,Finland,2u07e54v5dprsugdvddpq5ync,28.0,2024-07-01Z,active,no,NaN,NaN,Luka Nuorela,NaN,2025-04-15Z,NaN,NaN,NaN
di62c8bxsf1t8jrhzu47qb7u2,Joonas,Lakkamäki,Joonas,Lakkamäki,Male,J. Lakkamäki,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2002-01-25,Finland,2u07e54v5dprsugdvddpq5ync,3.0,2025-01-01Z,active,yes,187.0,NaN,NaN,81.0,NaN,NaN,NaN,NaN
eaa9sktij53071abummj4pkwk,Alfie,Cicale,Alfie,Cicale,Male,A. Cicale,England,1fk5l4hkqk12i7zske6mcqju6,Midfielder,player,2002-04-19,England,1fk5l4hkqk12i7zske6mcqju6,7.0,2024-03-21Z,active,yes,NaN,NaN,NaN,NaN,NaN,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN
ebhnuikcvtrbmw5e80r1fds2y,Olli,Jakonen,Olli,Jakonen,Male,O. Jakonen,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2000-04-19,Finland,2u07e54v5dprsugdvddpq5ync,11.0,2025-01-01Z,active,yes,187.0,NaN,NaN,75.0,NaN,NaN,NaN,Salo
ec7y1s97xpoab87z786zt0r56,Maissa,El Hadji Fall,Maissa,Fall,Male,M. Fall,Senegal,6hhqyhr5cwq2pfprlazyposyk,Midfielder,player,1995-03-06,Senegal,6hhqyhr5cwq2pfprlazyposyk,10.0,2025-03-05Z,active,yes,193.0,right,NaN,NaN,NaN,Italy,25f2cmb2r8mk5rj92tzer6kvv,Dakar
